index,surface,lemma,enlemma,clar,pos,gender,number,notes,extra,sort
7221,ailfywiogi,ailfywiogi,reanimate,,v,\N,\N,\N,\N,1dg8utdkad
7297,ailfformatio,ailfformatio,reformat,,v,\N,\N,\N,\N,1dg9kni1qdk
7325,ailffurfweddu,ailffurfweddu,reconfigure,,v,\N,\N,\N,\N,1dg9sn8t76s
7380,ailgasglu,ailgasglu,recollect,,v,\N,\N,\N,\N,1dga1pags
7393,ailgenhedlu,ailgenhedlu,re-beget,,v,\N,\N,\N,\N,1dga7jc75gs
7455,ailgloddio,ailgloddio,requarry,,v,\N,\N,\N,\N,1dgagk6dk
7512,ailgloriannu,ailgloriannu,reestimate,,v,\N,\N,\N,\N,1dgagknd1jjs
7552,ailgodi,ailgodi,re-erect,,v,\N,\N,\N,\N,1dgak5d
7649,ailgoncro,ailgoncro,reconquer,,v,\N,\N,\N,\N,1dgakj3nk
7672,ailgreu,ailgreu,recreate,,v,\N,\N,\N,\N,1dgan7s
7712,ailgrynhoi,ailgrynhoi,recompile,,v,\N,\N,\N,\N,1dganujckd
7741,ailgwympo,ailgwympo,fall_again,,v,\N,\N,\N,\N,1dgatuilk
7767,ailgychwyn,ailgychwyn,restart,,v,\N,\N,\N,\N,1dgau4tuj
7795,ailgyfansoddi,ailgyfansoddi,recompose,,v,\N,\N,\N,\N,1dgau81jpk6d
7823,ailgyfeiriad,ailgyfeiriad,redirection,,n,m,sg,\N,\N,1dgau87dnd15
7849,ailgyfeirio,ailgyfeirio,redirect,,v,\N,\N,\N,\N,1dgau87dndk
7860,ailgyfeirio,ailgyfeirio,re-refer,,v,\N,\N,\N,\N,1dgau87dndk
7901,ailgyflogi,ailgyflogi,rehire,,v,\N,\N,\N,\N,1dgau8gkad
7930,ailgyflunio,ailgyflunio,reconfigure,,v,\N,\N,\N,\N,1dgau8gsjdk
7954,ailgyflwyno,ailgyflwyno,reintroduce,,v,\N,\N,\N,\N,1dgau8gtujk
8033,ailgyfodi,ailgyfodi,re-arise,,v,\N,\N,\N,\N,1dgau8k5d
8039,ailgyfrifo,ailgyfrifo,recalculate,,v,\N,\N,\N,\N,1dgau8nd8k
8078,ailgyhoeddi,ailgyhoeddi,republish,,v,\N,\N,\N,\N,1dgauck76d
8094,ailgylchadwy,ailgylchadwy,recycleable,,adj,,,\N,\N,1dgaug415tu
8105,ailgylchu,ailgylchu,recycle,,v,\N,\N,\N,\N,1dgaug4s
8177,ailgylchynu,ailgylchynu,recycle,,v,\N,\N,\N,\N,1dgaug4ujs
8203,ailgymeradwyo,ailgymeradwyo,reapprove,,v,\N,\N,\N,\N,1dgaui7n15tuk
8255,ailgymodi,ailgymodi,reconcile_again,,v,\N,\N,\N,\N,1dgauik5d
8311,ailgynefino,ailgynefino,reaccustom_oneself,,v,\N,\N,\N,\N,1dgauj78djk
8312,ailgynhyrchu,ailgynhyrchu,reproduce,,v,\N,\N,\N,\N,1dgaujcun4s
8349,ailgynllunio,ailgynllunio,replan,,v,\N,\N,\N,\N,1dgaujhsjdk
8364,ailgynnau,ailgynnau,reignite,,v,\N,\N,\N,\N,1dgaujj1s
8398,ailgynnig,ailgynnig,re-offer,,v,\N,\N,\N,\N,1dgaujjda
8417,ailgynnull,ailgynnull,reassemble,,v,\N,\N,\N,\N,1dgaujjsh
8497,ailgysegru,ailgysegru,reconsecrate,,v,\N,\N,\N,\N,1dgaup7ans
8524,ailgysgu,ailgysgu,sleep_again,,v,\N,\N,\N,\N,1dgaupas
8597,ailgysodi,ailgysodi,recompose,,v,\N,\N,\N,\N,1dgaupk5d
8660,ailgysylltu,ailgysylltu,reconnect,,v,\N,\N,\N,\N,1dgaupuhqs
8710,ailgyweirio,ailgyweirio,reset,,v,\N,\N,\N,\N,1dgaut7dndk
8746,ailgywiro,ailgywiro,recorrect,,v,\N,\N,\N,\N,1dgautdnk
8798,ailhyfforddi,ailhyfforddi,retrain,,v,\N,\N,\N,\N,1dgcu9kn6d
8842,ailhyfforddiant,ailhyfforddiant,retraining,,n,m,sg,\N,\N,1dgcu9kn6d1jq
8843,ailnegodi,ailnegodi,renegotiate,,v,\N,\N,\N,\N,1dgj7ak5d
8858,ailosod,ailosod,reset,,v,\N,\N,\N,\N,1dgkpk5
8899,ailosodiad,ailosodiad,reset,,n,m,sg,\N,\N,1dgkpk5d15
8910,ailraddio,ailraddio,regrade,,v,\N,\N,\N,\N,1dgn16dk
8975,ailrannu,ailrannu,redistribute,,v,\N,\N,\N,\N,1dgn1jjs
9030,ailrestru,ailrestru,relist,,v,\N,\N,\N,\N,1dgn7pqns
9063,ailrifo,ailrifo,recount,(numbers),v,\N,\N,\N,\N,1dgnd8k
9085,ailrybuddio,ailrybuddio,warn_again,,v,\N,\N,\N,\N,1dgnu2s6dk
9121,ailsefydlu,ailsefydlu,reestablish,,v,\N,\N,\N,\N,1dgp78u5gs
9179,ailsefyll,ailsefyll,stand_again,,v,\N,\N,\N,\N,1dgp78uh
9269,ailsianelu,ailsianelu,rechannel,,v,\N,\N,\N,\N,1dgpd1j7gs
9308,ailstorio,ailstorio,store_again,,v,\N,\N,\N,\N,1dgpqkndk
9358,ailstrwythuro,ailstrwythuro,restructure,,v,\N,\N,\N,\N,1dgpqntursnk
9418,ailwampio,ailwampio,rework,,v,\N,\N,\N,\N,1dgt1ildk
9467,ailweirio,ailweirio,rewire,,v,\N,\N,\N,\N,1dgt7dndk
9493,ailweithredu,ailweithredu,reapply,(a change),v,\N,\N,\N,\N,1dgt7drn75s
9518,ailwerthu,ailwerthu,resell,,v,\N,\N,\N,\N,1dgt7nrs
9567,ailwirio,ailwirio,recheck,,v,\N,\N,\N,\N,1dgtdndk
9650,ailwladychu,ailwladychu,recolonise,,v,\N,\N,\N,\N,1dgtg15u4s
9700,ailwneud,ailwneud,redo,,v,\N,\N,\N,\N,1dgtj7s5
9719,ailwrando,ailwrando,listen_again,,v,\N,\N,\N,\N,1dgtn1j5k
9821,ailymaelodi,ailymaelodi,rejoin,,v,\N,\N,\N,\N,1dgui17gk5d
9843,ailymddangos,ailymddangos,reappear,,v,\N,\N,\N,\N,1dgui61bkp
9903,ailymgeisio,ailymgeisio,reapply,,v,\N,\N,\N,\N,1dguia7dpdk
9932,ailymgynnull,ailymgynnull,reassemble,,v,\N,\N,\N,\N,1dguiaujjsh
9982,ailymgynull,ailymgynull,reconvene,,v,\N,\N,\N,\N,1dguiaujsh
10009,ailymosod,ailymosod,reattack,,v,\N,\N,\N,\N,1dguikpk5
10041,ailymrwymo,ailymrwymo,recommit_oneself,,v,\N,\N,\N,\N,1dguintuik
10133,ailymuno,ailymuno,rejoin,,v,\N,\N,\N,\N,1dguisjk
10150,ailysgogi,ailysgogi,stir_again,,v,\N,\N,\N,\N,1dgupakad
10201,ailysgrifeniad,ailysgrifeniad,rewrite,,n,m,sg,\N,\N,1dgupand87jd15
10248,ailysgwyddo,ailysgwyddo,reshoulder,,v,\N,\N,\N,\N,1dgupatu6k
10276,ailystyried,ailystyried,reconsider,,v,\N,\N,\N,\N,1dgupqund75
10327,ailyswirio,ailyswirio,reinsure,,v,\N,\N,\N,\N,1dguptdndk
10370,alaethu,alaethu,lament,,v,\N,\N,\N,\N,1g17rs
10412,alarch,alarch,swan,\N,n,m,sg,\N,\N,1g1n4
10429,alaru,alaru,alarm,,v,\N,\N,\N,\N,1g1ns
10468,Alban,Alban,Scotland,,name,f,sg,place,\N,1g21j
10469,albwm,albwm,album,,n,m,sg,\N,\N,1g2ti
10471,alcohol,alcohol,alcohol,,n,m,sg,\N,\N,1g3kckg
10472,alffa,alffa,alpha,,n,f,sg,\N,\N,1g91
10473,alffagyfuniad,alffagyfuniad,alphablending,,n,m,sg,\N,\N,1g91au8sjd15
10474,alffarifol,alffarifol,alphanumeric,,adj,,,\N,\N,1g91nd8kg
10475,algebra,algebra,algebra,,n,f,sg,\N,\N,1ga72n1
10476,algorithm,algorithm,algorithm,,n,m,sg,\N,\N,1gakndri
10478,aliniad,aliniad,alignment,,n,m,sg,\N,\N,1gdjd15
10516,alinio,alinio,align,,v,\N,\N,\N,\N,1gdjdk
10531,Almaeneg,Almaen,German,,adj,,,\N,\N,1gi17j
10532,Almaenwr,Almaen,German,\N,n,m,sg,\N,\N,1gi17j
10533,Almaen,Almaen,Germany,,name,f,sg,\N,\N,1gi17j
10534,altro,altro,alter,\N,v,\N,\N,\N,\N,1gqnk
10535,all-lein,all-lein,offline,,adj,,,\N,\N,1h0g7dj
10536,allan,allan,out,,adv,,,\N,\N,1h1j
10577,allanadlu,allanadlu,exhale,,v,\N,\N,\N,\N,1h1j15gs
10597,allanfa,allanfa,exit,(way out),n,f,sg,\N,\N,1h1j81
10599,allanol,allanol,external,,adj,,,\N,\N,1h1jkg
10608,allanu,allanu,exit,,v,\N,\N,\N,\N,1h1js
10654,allbwn,allbwn,output,,n,m,sg,\N,\N,1h2tj
10697,allbynnu,allbynnu,output,,v,\N,\N,\N,\N,1h2ujjs
10710,alldro,alldro,outturn,(finance),n,m,sg,\N,\N,1h5nk
10711,alldynnu,alldynnu,extract,,v,\N,\N,\N,\N,1h5ujjs
10712,allforedig,allforedig,exported,,adj,,,\N,\N,1h8kn75da
10714,allforiad,allforiad,export,,n,m,sg,\N,\N,1h8knd15
10750,allforio,allforio,export,,v,\N,\N,\N,\N,1h8kndk
10773,allfudo,allfudo,emigrate,,v,\N,\N,\N,\N,1h8s5k
10820,allfwrw,allfwrw,eject,,v,\N,\N,\N,\N,1h8tnt
10821,allfynd,allfynd,outgoing,,adj,,,\N,\N,1h8uj5
10834,allgofnodi,allgofnodi,log_out,,v,\N,\N,\N,\N,1hak8jk5d
10876,allgyrsiol,allgyrsiol,extracurricular,,adj,,,\N,\N,1haunpdkg
10912,allolchi,allolchi,wash_out,,v,\N,\N,\N,\N,1hkg4d
10949,alltudio,alltudio,exile,,v,\N,\N,\N,\N,1hqs5dk
10982,allwedd,allwedd,key,,n,f,sg,\N,\N,1ht76
10986,allweddair,allweddair,keyword,,n,m,sg,\N,\N,1ht761dn
10988,allweddell,allweddell,keyboard,(synth),n,f,sg,\N,\N,1ht767h
10989,allweddol,allweddol,key,,adj,,,\N,\N,1ht76kg
11037,allweddu,allweddu,key,,v,\N,\N,\N,\N,1ht76s
11074,allyrru,allyrru,emit,,v,\N,\N,\N,\N,1hunns
11098,amdanom,am,for_us,,prep+pron,,1p,\N,\N,1i
11099,amdano,am,for_him,,prep+pron,m,3s,\N,\N,1i
11100,amdanoch,am,for_you,,prep+pron,,2p,\N,\N,1i
11101,amdani,am,for_her,,prep+pron,f,3s,\N,\N,1i
11102,amdanyn,am,for_them,,prep+pron,,3p,\N,\N,1i
11103,amdanaf,am,for_me,,prep+pron,,1s,\N,\N,1i
11104,am,am,for,,prep,,,\N,\N,1i
11105,amdan,am,for_them,\N,prep+pron,\N,3p,nstan,\N,1i
11106,amdanat,am,for_you,\N,prep+pron,\N,2s,\N,\N,1i
11107,amdanach,am,for_you,\N,prep+pron,\N,2p,\N,\N,1i
11108,amdana,am,for_me,\N,prep+pron,\N,1s,spoken,\N,1i
11109,amdanon,am,for_us,\N,prep+pron,\N,1p,\N,\N,1i
11110,amdanynt,am,for them,,prep+pron,,3p,\N,\N,1i
11111,amaeth,amaeth,agriculture,,n,m,sg,\N,\N,1i17r
11117,amaethu,amaethu,cultivate,,v,\N,\N,\N,\N,1i17rs
11166,amaethyddiaeth,amaethyddiaeth,agriculture,,n,m,sg,\N,\N,1i17ru6d17r
11167,amaethyddol,amaethyddol,agricultural,,adj,,,\N,\N,1i17ru6kg
11174,amau,amau,suspicion,,n,m,sg,\N,\N,1i1s
11197,amau,amau,doubt,,v,\N,\N,\N,\N,1i1s
11221,ambell,ambell,occasional,,preq,,,\N,\N,1i27h
11223,ambiwlans,ambiwlans,ambulance,,n,m,sg,\N,\N,1i2dtg1jp
11242,amcangyfrif,amcangyfrif,estimate,,n,m,sg,\N,\N,1i31bu8nd8
11245,amcangyfrif,amcangyfrif,estimate,,v,\N,\N,\N,\N,1i31bu8nd8
11280,amcangyfrifol,amcangyfrifol,estimated,,adj,,,\N,\N,1i31bu8nd8kg
11282,amcan,amcan,objective,,n,m,sg,\N,\N,1i31j
11304,amcanu,amcanu,aim,,v,\N,\N,\N,\N,1i31js
11342,amddifad,amddifad,orphaned,,adj,,,\N,\N,1i6d815
11343,amddifadedd,amddifadedd,deprivation,,n,m,sg,\N,\N,1i6d81576
11376,amddifadu,amddifadu,deprive,,v,\N,\N,\N,\N,1i6d815s
11420,amddiffyn,amddiffyn,defend,,v,\N,\N,\N,\N,1i6d9uj
11458,amddiffynfa,amddiffynfa,fortress,,n,f,sg,\N,\N,1i6d9uj81
11460,amddiffyniad,amddiffyniad,defence,,n,m,sg,\N,\N,1i6d9ujd15
11461,amddiffynnol,amddiffynnol,defensive,,adj,,,\N,\N,1i6d9ujjkg
11462,America,America,America,,name,f,sg,place,\N,1i7nd31
11463,Americanaidd,Americanaidd,American,,adj,,,\N,\N,1i7nd31j1d6
11465,amfesur,amfesur,perimeter,,n,m,sg,\N,\N,1i87psn
11466,amffiniedig,amffiniedig,delimited,,adj,,,\N,\N,1i9djd75da
11467,amffinio,amffinio,delimit,,v,\N,\N,\N,\N,1i9djdk
11468,amffinydd,amffinydd,delimiter,,n,m,sg,\N,\N,1i9dju6
11471,amgaead,amgaead,encapsulation,,n,m,sg,\N,\N,1ia1715
11472,amgaeedig,amgaeedig,enclosed,,adj,,,\N,\N,1ia1775da
11473,amgaeëdig,amgaeëdig,encapsulated,,adj,,,\N,\N,1ia1775da
11474,amgaeëdig,amgaeëdig,enclosed,,adj,,,\N,\N,1ia1775da
11501,amgáu,amgáu,encapsulate,,v,\N,\N,\N,\N,1ia1s
11512,amgáu,amgáu,enclose,,v,\N,\N,\N,\N,1ia1s
11531,amgen,amgen,alternative,,adj,,,\N,\N,1ia7j
11532,amgenu,amgenu,differ,,v,\N,\N,\N,\N,1ia7js
11533,amgodiad,amgodiad,encoding,,n,m,sg,\N,\N,1iak5d15
11535,amgodiedig,amgodiedig,encoded,,adj,,,\N,\N,1iak5d75da
11562,amgodio,amgodio,encode,,v,\N,\N,\N,\N,1iak5dk
11588,amgodydd,amgodydd,encoder,,n,m,sg,\N,\N,1iak5u6
11589,amgrwm,amgrwm,convex,,adj,,,\N,\N,1ianti
11590,amgryptiedig,amgryptiedig,encrypted,,adj,,,\N,\N,1ianulqd75da
11633,amgryptio,amgryptio,encrypt,,v,\N,\N,\N,\N,1ianulqdk
11642,amgueddfa,amgueddfa,museum,,n,f,sg,\N,\N,1ias7681
11665,amgyffred,amgyffred,comprehension,,n,m,sg,\N,\N,1iau9n75
11672,amgyffred,amgyffred,comprehend,,v,\N,\N,\N,\N,1iau9n75
11699,amgylch,amgylch,environs,,n,m,sg,\N,\N,1iaug4
11700,amgylchedd,amgylchedd,environment,,n,m,sg,\N,\N,1iaug476
11702,amgylcheddol,amgylcheddol,environmental,,adj,,,\N,\N,1iaug476kg
11703,amgylchfyd,amgylchfyd,environment,,n,m,sg,\N,\N,1iaug48u5
11704,amgylchiad,amgylchiad,circumstance,,n,m,sg,\N,\N,1iaug4d15
11731,amgylchu,amgylchu,surround,,v,\N,\N,\N,\N,1iaug4s
11812,amgylchynu,amgylchynu,surround,,v,\N,\N,\N,\N,1iaug4ujs
11837,amharchu,amharchu,dishonour,,v,\N,\N,\N,\N,1ic1n4s
11871,amharchus,amharchus,disrespectful,,adj,,,\N,\N,1ic1n4sp
11872,amharod,amharod,unprepared,,adj,,,\N,\N,1ic1nk5
11883,amharu,amharu,spoil,,v,\N,\N,\N,\N,1ic1ns
11929,amhenodol,amhenodol,unspecified,,adj,,,\N,\N,1ic7jk5kg
11930,amherthnasol,amherthnasol,not applicable,,adj,,,\N,\N,1ic7nrj1pkg
11931,amherthnasol,amherthnasol,off-topic,,adj,,,\N,\N,1ic7nrj1pkg
11932,amheuaeth,amheuaeth,suspicion,,n,f,sg,\N,\N,1ic7s17r
11934,amheus,amheus,suspicious,,adj,,,\N,\N,1ic7sp
11935,amhleidiol,amhleidiol,impartial,,adj,,,\N,\N,1icg7d5dkg
11936,amhoradwy,amhoradwy,unbrowseable,,adj,,,\N,\N,1ickn15tu
11937,amhosib,amhosib,impossible,,adj,,,\N,\N,1ickpd2
11938,amhosibl,amhosibl,impossible,,adj,,,\N,\N,1ickpd2g
11939,amhriodol,amhriodol,improper,,adj,,,\N,\N,1icndk5kg
11985,amhwyllo,amhwyllo,go_mad,,v,\N,\N,\N,\N,1ictuhk
11991,aml,aml,frequent,,adj,,,\N,\N,1ig
11992,amlach,aml,often,,adj.comp,,,\N,\N,1ig
11993,aml-asiantaethol,aml-asiantaethol,multi-agency,,adj,,,\N,\N,1ig01pd1jq17rkg
11994,aml-broffesiynol,aml-broffesiynol,multi-professional,,adj,,,\N,\N,1ig02nk97pdujkg
11995,aml-bwrpas,aml-bwrpas,multi-purpose,,adj,,,\N,\N,1ig02tnl1p
11996,aml-chwaraeon,aml-chwaraeon,multi-sport,,adj,,,\N,\N,1ig04t1n17kj
11997,aml-ddefnydd,aml-ddefnydd,multi-use,,adj,,,\N,\N,1ig0678ju6
11998,aml-ddisgyblaethol,aml-ddisgyblaethol,multidisciplinary,,adj,,,\N,\N,1ig06dpau2g17rkg
11999,aml-ddiwylliannol,aml-ddiwylliannol,multicultural,,adj,,,\N,\N,1ig06dtuhd1jjkg
12000,aml-iaith,aml-iaith,multi-lingual,,adj,,,\N,\N,1ig0d1dr
12001,amlaf,amlaf,most frequent,,adj,,,\N,\N,1ig18
12003,amlap,amlap,wrap-around,(text),n,m,sg,\N,\N,1ig1l
12014,amlapio,amlapio,wrap_around,,v,\N,\N,\N,\N,1ig1ldk
12055,amlben,amlben,multihead,(of computer with more than one display),adj,,,\N,\N,1ig27j
12056,amlblecsio,amlblecsio,multiplex,,v,\N,\N,\N,\N,1ig2g73pdk
12058,amlblecsydd,amlblecsydd,multiplexer,,n,m,sg,\N,\N,1ig2g73pu6
12059,amlchwaraewr,amlchwaraewr,multiplayer,,adj,,,\N,\N,1ig4t1n17tn
12060,amlder,amlder,frequency,(of occurrence),n,m,sg,\N,\N,1ig57n
12062,amledd,amledd,frequency,,n,m,sg,\N,\N,1ig76
12063,amlen,amlen,envelope,,n,f,sg,\N,\N,1ig7j
12069,amlhau,amlhau,increase,,v,\N,\N,\N,\N,1igc1s
12115,amlin,amlin,contour,,n,f,sg,\N,\N,1igdj
12117,amlinell,amlinell,outline,(shape),n,f,sg,\N,\N,1igdj7h
12120,amlinelliad,amlinelliad,outline,,n,m,sg,\N,\N,1igdj7hd15
12122,amlinelliad dangosol,amlinelliad dangosol,illustrative outline,,n,m,sg,\N,\N,1igdj7hd15051bkpkg
12168,amlinellu,amlinellu,outline,,v,\N,\N,\N,\N,1igdj7hs
12178,amlochron,amlochron,polygon,,n,m,sg,\N,\N,1igk4nkj
12185,amlosgi,amlosgi,cremate,,v,\N,\N,\N,\N,1igkpad
12233,amlran,amlran,multipart,,adj,,,\N,\N,1ign1j
12234,amlwg,amlwg,obvious,,adj,,,\N,\N,1igta
12235,amlycach,amlwg,obvious,,adj.comp,,,\N,\N,1igta
12236,amlycaf,amlycaf,most obvious,,adj,,,\N,\N,1igu318
12237,amlygedig,amlygedig,highlighted,,adj,,,\N,\N,1igua75da
12238,amlygiad,amlygiad,highlighting,,n,m,sg,\N,\N,1iguad15
12240,amlygrwydd,amlygrwydd,prominence,(visibility),n,m,sg,\N,\N,1iguantu6
12250,amlygu,amlygu,reveal,,v,\N,\N,\N,\N,1iguas
12270,amlygu,amlygu,highlight,,v,\N,\N,\N,\N,1iguas
12333,amneidio,amneidio,nod,,v,\N,\N,\N,\N,1ij7d5dk
12359,amnewid,amnewid,replace,,v,\N,\N,\N,\N,1ij7td5
12401,amnewidiad,amnewidiad,replacement,,n,m,sg,\N,\N,1ij7td5d15
12403,amod,amod,condition,,n,mf,sg,\N,\N,1ik5
12457,amodi,amodi,stipulate,,v,\N,\N,\N,\N,1ik5d
12459,amodol,amodol,conditional,,adj,,,\N,\N,1ik5kg
12460,amorteiddiad,amorteiddiad,amortisation,,n,m,sg,\N,\N,1iknq7d6d15
12462,amorteiddio,amorteiddio,amortise,,v,\N,\N,\N,\N,1iknq7d6dk
12463,amrant,amrant,eyelid,,n,m,sg,\N,\N,1in1jq
12465,amrantol,amrantol,blinking,,adj,,,\N,\N,1in1jqkg
12498,amrantu,amrantu,wink,,v,\N,\N,\N,\N,1in1jqs
12521,amrediad,amrediad,range,,n,m,sg,\N,\N,1in75d15
12522,amrwd,amrwd,raw,,adj,,,\N,\N,1int5
12523,amryfal,amryfal,assorted,,adj,,,\N,\N,1inu81g
12535,amryfuso,amryfuso,err,,v,\N,\N,\N,\N,1inu8spk
12578,amryw,amryw,several,,preq,,,\N,\N,1inut
12579,amrywiad,amrywiad,variation,,n,m,sg,\N,\N,1inutd15
12581,amrywiadwy,amrywiadwy,variable,,adj,,,\N,\N,1inutd15tu
12582,amrywiaeth,amrywiaeth,variety,,n,f,sg,\N,\N,1inutd17r
12630,amrywio,amrywio,vary,,v,\N,\N,\N,\N,1inutdk
12635,amrywiol,amrywiol,assorted,,adj,,,\N,\N,1inutdkg
12636,amser,amser,time,,n,m,sg,\N,\N,1ip7n
12639,amser-llawn,amser-llawn,full-time,,adj,,,\N,\N,1ip7n0h1tj
12640,amser-real,amser-real,realtime,,adj,,,\N,\N,1ip7n0n71g
12641,amseredig,amseredig,timed,,adj,,,\N,\N,1ip7n75da
12643,amserfa,amserfa,timezone,,n,f,sg,\N,\N,1ip7n81
12644,amseriad,amseriad,timing,,n,m,sg,\N,\N,1ip7nd15
12646,amserlen,amserlen,timetable,,n,f,sg,\N,\N,1ip7ng7j
12649,amsernod,amsernod,timestamp,,n,m,sg,\N,\N,1ip7njk5
12650,amserol,amserol,timely,,adj,,,\N,\N,1ip7nkg
12651,amseroldeb,amseroldeb,timeliness,,n,m,sg,\N,\N,1ip7nkg572
12701,amseru,amseru,time,,v,\N,\N,\N,\N,1ip7ns
12706,amserydd,amserydd,timer,,n,m,sg,\N,\N,1ip7nu6
12709,amserydd tywod,amserydd tywod,sand timer,,n,m,sg,\N,\N,1ip7nu60qutk5
12742,amsugno,amsugno,absorb,,v,\N,\N,\N,\N,1ipsajk
12793,amwisgo,amwisgo,shroud,,v,\N,\N,\N,\N,1itdpak
12818,amwys,amwys,ambiguous,,adj,,,\N,\N,1itup
12819,amynedd,amynedd,patience,,n,m,sg,\N,\N,1iuj76
12820,amyneddgar,amyneddgar,patient,,adj,,,\N,\N,1iuj76a1n
12821,an-anghynhwysol,an-anghynhwysol,non-exclusive,,adj,,,\N,\N,1j01bcujctupkg
12822,anabl,anabl,disabled,,adj,,,\N,\N,1j12g
12824,anabledd,anabledd,disability,,n,m,sg,\N,\N,1j12g76
12825,anablu,anablu,disable,,v,\N,\N,\N,\N,1j12gs
12826,anad,anad,more than,,prep,,,\N,\N,1j15
12827,anadferadwy,anadferadwy,unrecoverable,,adj,,,\N,\N,1j1587n15tu
12828,anadl,anadl,breath,,n,mf,sg,\N,\N,1j15g
12877,anadlu,anadlu,breathe,,v,\N,\N,\N,\N,1j15gs
12891,anadnabyddadwy,anadnabyddadwy,non-identifiable,,adj,,,\N,\N,1j15j12u615tu
12892,anadnabyddus,anadnabyddus,unrecognised,,adj,,,\N,\N,1j15j12u6sp
12893,anaddas,anaddas,inappropriate,,adj,,,\N,\N,1j161p
12894,anaddasedig,anaddasedig,unmodified,,adj,,,\N,\N,1j161p75da
12948,anaddasu,anaddasu,disqualify,,v,\N,\N,\N,\N,1j161ps
12952,anaemia,anaemia,anaemia,\N,n,m,sg,\N,\N,1j17id1
12953,anaf,anaf,wound,,n,m,sg,\N,\N,1j18
13000,anafu,anafu,injure,,v,\N,\N,\N,\N,1j18s
13009,analog,analog,analogue,,adj,,,\N,\N,1j1gka
13010,anallu,anallu,inability,,n,m,sg,\N,\N,1j1hs
13011,analluog,analluog,disabled,(of program feature),adj,,,\N,\N,1j1hska
13038,analluogi,analluogi,disable,,v,\N,\N,\N,\N,1j1hskad
13066,anaml,anaml,infrequent,,adj,,,\N,\N,1j1ig
13067,anarferedig,anarferedig,obsolete,,adj,,,\N,\N,1j1n87n75da
13068,anarferol,anarferol,unusual,,adj,,,\N,\N,1j1n87nkg
13069,anargaeledd,anargaeledd,non-availability,,n,m,sg,\N,\N,1j1na17g76
13070,anarwyddocaol,anarwyddocaol,insignificant,,adj,,,\N,\N,1j1ntu6k31kg
13071,anawdurdodedig,anawdurdodedig,unauthorised,,adj,,,\N,\N,1j1t5sn5k575da
13072,andros,andros,exceptionally,,adv,,,\N,\N,1j5nkp
13102,andwyo,andwyo,spoil,,v,\N,\N,\N,\N,1j5tuk
13127,andwyol,andwyol,harmful,,adj,,,\N,\N,1j5tukg
13129,anecdot,anecdot,anecdote,,n,m,sg,\N,\N,1j735kq
13130,aneffeithiolrwydd,aneffeithiolrwydd,ineffectiveness,,n,m,sg,\N,\N,1j797drdkgntu6
13131,aneffeithlon,aneffeithlon,inefficient,,adj,,,\N,\N,1j797drgkj
13132,aneffeithlonrwydd,aneffeithlonrwydd,inefficiency,,n,m,sg,\N,\N,1j797drgkjntu6
13133,aneglur,aneglur,unclear,,adj,,,\N,\N,1j7agsn
13164,anelu,anelu,aim,,v,\N,\N,\N,\N,1j7gs
13193,anesmwytho,anesmwytho,become_restless,,v,\N,\N,\N,\N,1j7piturk
13243,anfantais,anfantais,disadvantage,,n,f,sg,\N,\N,1j81jq1dp
13279,anfarwoli,anfarwoli,immortalise,,v,\N,\N,\N,\N,1j81ntkgd
13298,anfeidredd,anfeidredd,infinity,,n,m,sg,\N,\N,1j87d5n76
13299,anfeidrol,anfeidrol,infinite,,adj,,,\N,\N,1j87d5nkg
13300,anferth,anferth,huge,,adj,,,\N,\N,1j87nr
13301,anfesuradwy,anfesuradwy,non-quantifiable,,adj,,,\N,\N,1j87psn15tu
13302,anfodlon,anfodlon,unwilling,,adj,,,\N,\N,1j8k5gkj
13338,anfodloni,anfodloni,dissatisfy,,v,\N,\N,\N,\N,1j8k5gkjd
13357,anfodlonrwydd,anfodlonrwydd,dissatisfaction,,n,m,sg,\N,\N,1j8k5gkjntu6
13358,anfoddhaol,anfoddhaol,unsatisfactory,,adj,,,\N,\N,1j8k6c1kg
13404,anfoddio,anfoddio,displease,,v,\N,\N,\N,\N,1j8k6dk
13410,anfoddog,anfoddog,reluctant,,adj,,,\N,\N,1j8k6ka
13414,anfon,anfon,send,,v,\N,\N,\N,\N,1j8kj
13468,anfonebedig,anfonebedig,invoiced,,adj,,,\N,\N,1j8kj7275da
13475,anfonebu,anfonebu,invoice,,v,\N,\N,\N,\N,1j8kj72s
13523,anfonedig,anfonedig,sent,,adj,,,\N,\N,1j8kj75da
13525,anfonwr,anfonwr,sender,,n,m,sg,\N,\N,1j8kjtn
13526,anfri,anfri,disrepute,,n,m,sg,\N,\N,1j8nd
13528,anfwriadol,anfwriadol,unintentional,,adj,,,\N,\N,1j8tnd15kg
13529,anffafriol,anffafriol,unfavourable,,adj,,,\N,\N,1j918ndkg
13530,anffodus,anffodus,unfortunate,,adj,,,\N,\N,1j9k5sp
13554,anffurfio,anffurfio,deform,,v,\N,\N,\N,\N,1j9sn8dk
13582,anffurfiol,anffurfiol,informal,,adj,,,\N,\N,1j9sn8dkg
13583,anhafal,anhafal,unequal,,adj,,,\N,\N,1jc181g
13584,anhapus,anhapus,unhappy,,adj,,,\N,\N,1jc1lsp
13585,anhawster,anhawster,difficulty,,n,m,sg,\N,\N,1jc1tpq7n
13588,anheddiad,anheddiad,settlement,,n,f,sg,\N,\N,1jc76d15
